Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dm-csv-001,failParse,Python-new,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Python-debug,Python-debug,Python-new,Python-new,Bash-new-cat,Terminate,,,,,,,
dm-csv-002,failParse,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Python-new,,,,,,,,,,,,
dm-csv-003,failParse,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Bash-new-head,Python-new,Python-debug,Python-debug,Python-new,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head
dm-csv-004,failParse,Python-new,Bash-new-ls,Python-new,Python-new,Terminate,,,,,,,,,,,,,,
dm-csv-005,failParse,Python-new,Bash-new-ls,Python-new,Python-new,Terminate,,,,,,,,,,,,,,
dm-csv-006,failParse,Python-new,Bash-new-ls,Python-new,Terminate,,,,,,,,,,,,,,,
dm-csv-007,failParse,Python-new,Terminate,,,,,,,,,,,,,,,,,
dm-csv-008,failParse,Python-new,Bash-new-ls,Python-new,Python-debug,Python-new,Bash-new-head,Bash-new-head,Bash-new-head,Python-new,Terminate,,,,,,,,,
dm-csv-009,failParse,Python-new,Python-debug,Bash-new-ls,Python-new,Python-new,Python-debug,Bash-new-head,Python-new,Terminate,,,,,,,,,,
dm-csv-010,failParse,SQL-new-SELECT,Bash-new-find,Bash-new-find,SQL-new-SELECT,Bash-new-cp,SQL-new-SELECT,SQL-new-SELECT,Bash-new-ls,Bash-new-cp,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,Terminate
dm-csv-011,failParse,SQL-new-SELECT,Bash-new-ls,Python-new,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-PRAGMA,SQL-new-SELECT,SQL-debug-SELECT,Terminate,,,,,,,,,
dm-csv-012,failParse,Python-new,Bash-new-sqlite3,Python-new,Python-new,SQL-new-SELECT,Bash-new-sqlite3,Bash-new-cat,Bash-new-cat,Bash-new-vi,Bash-new-less,Bash-new-cat,Python-new,Python-new,Terminate,,,,,
dm-csv-013,failParse,Python-new,Bash-new-ls,Python-new,Python-new,Terminate,,,,,,,,,,,,,,
