Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
plot-bar-001,SQL-new-SELECT,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-new,SQL-new-SELECT,Python-new,Terminate,,,,,,,,,,,
plot-bar-002,Python-new,Bash-new-cat,Bash-new-cat,Bash-new-ls,Bash-new-unzip,SQL-new-SELECT,SQL-new-PRAGMA,SQL-new-SELECT,Bash-new-ls,Bash-new-unzip,Bash-new-ls,Bash-new-rm,SQL-new-SELECT,SQL-new-PRAGMA,SQL-debug-PRAGMA,SQL-debug-SELECT,Bash-new-head,Bash-new-head,Bash-new-head,Bash-new-head
plot-bar-007,Python-new,failParse,Bash-new-ls,Python-new,Python-new,Python-new,Terminate,,,,,,,,,,,,,
plot-bar-008,SQL-new-SELECT,SQL-debug-.tables,SQL-debug-SELECT,Python-new,Python-new,Bash-new-ls,Python-new,Python-new,failParse,failParse,Python-new,Python-debug,Bash-new-ls,Python-new,SQL-new-SELECT,Bash-new-ls,Python-new,Python-debug,Python-debug,Python-debug
plot-bar-009,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Python-new,Terminate,,,,,,,,,,,,,
plot-bar-010,Python-new,Bash-new-ls,Python-new,Bash-new-python,Bash-debug-python,Bash-debug-python,Terminate,,,,,,,,,,,,,
plot-bar-011,SQL-new-SELECT,SQL-debug-SELECT,Terminate,,,,,,,,,,,,,,,,,
plot-bar-012,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,Bash-new-sqlite3,Bash-debug-sqlite3,Bash-debug-sqlite3,Bash-new-sqlite3,Bash-debug-sqlite3,Bash-debug-sqlite3,Bash-debug-sqlite3,failParse,failParse,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT
plot-bar-013,SQL-new-SELECT,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,SQL-new-SELECT,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-new-ls,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,Bash-new-ls,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-SELECT
plot-bar-015,Python-new,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-new-pwd,Bash-new-ls,Terminate,,,,,,,,,,,,,
plot-bar-016,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,Bash-new-ls,Bash-new-unzip,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-PRAGMA,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-.tables,SQL-debug-.tables,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-.tables,SQL-debug-.tables,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-.tables
plot-bar-017,Python-new,Bash-new-cat,Bash-debug-cat,Bash-new-cat,Bash-debug-cat,Bash-new-ls,Bash-debug-ls,Bash-new-cat,Bash-debug-cat,Bash-new-grep,Bash-debug-grep,Python-new,Python-debug,Bash-new-wget,Python-new,Python-new,Python-debug,Bash-new-wget,Python-new,Python-debug
plot-bar-018,Python-new,Bash-new-ls,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,Python-new,Bash-new-ls,SQL-new-SELECT,SQL-debug-SELECT,Python-new
plot-bar-019,SQL-new-SELECT,SQL-debug-SELECT,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,SQL-new-SELECT,Python-new,Python-debug,Python-debug,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-mkdir+cd,Bash-new-mkdir+cd,SQL-new-SELECT,Bash-new-mkdir+cd,Bash-new-mkdir+cd,SQL-new-SELECT
plot-line-001,Python-new,Bash-new-ls,Bash-new-head,Terminate,,,,,,,,,,,,,,,,
plot-line-002,SQL-new-SELECT,SQL-debug-SELECT,Python-new,Terminate,,,,,,,,,,,,,,,,
plot-line-003,SQL-new-SELECT,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-new-pwd,Bash-debug-ls,Bash-debug-cd+ls,Bash-debug-cd+pwd,Bash-debug-pwd,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-.tables,SQL-debug-SELECT,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-SELECT
plot-line-004,SQL-new-SELECT,SQL-new-SELECT,Terminate,,,,,,,,,,,,,,,,,
plot-line-005,Python-new,Bash-new-cat,Bash-new-wget,Bash-new-mail,Bash-new-lynx,Bash-new-curl,Bash-new-ssh,Bash-new-echo,Python-new,Bash-new-ls,Python-new,Python-new,SQL-new-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-debug-SELECT
plot-line-006,Python-new,Python-debug,Terminate,,,,,,,,,,,,,,,,,
plot-line-007,Python-new,Bash-new-ls,Bash-new-python3,Bash-new-python3,Bash-new-python3,Bash-new-python3,Bash-new-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-ls,Bash-debug-cd+ls,Bash-debug-cd+ls,Bash-debug-ls,Python-new,Python-debug,Bash-new-ls,Python-new,Python-debug,Bash-new-ls,
plot-line-008,Python-new,Bash-new-ls,Bash-debug-ls,Bash-new-ls,Bash-debug-ls,Bash-new-ls,Bash-debug-ls,Bash-new-pwd,Bash-debug-pwd,Bash-new-ls,Bash-debug-ls,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,failParse,Python-new,Python-debug
plot-line-009,Python-new,SQL-new-SELECT,Python-new,failParse,Bash-new-ls,Python-new,Python-new,failParse,failParse,,,,,,,,,,,
plot-line-010,Python-new,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Python-debug,Python-debug,Python-debug,Bash-new-ls,Python-new,Bash-new-head,Python-new,Python-new,Python-debug,Python-debug,Python-new,Bash-new-ls,Python-new
