0,1,2,Cluster
0.43967828418230565,0.04901960784313726,0.0010678638870205391,2
0.005361930294906166,0.004901960784313725,0.0037899630933112155,0
0.19571045576407506,0.0,0.0006362619780627661,4
0.11260053619302948,0.00980392156862745,0.00765009371661225,4
0.02680965147453083,0.0,0.0008618577469320679,0
0.02680965147453083,0.004901960784313725,0.0009846366045101682,0
0.11528150134048257,0.0,0.0009100585440638483,4
0.5415549597855228,0.0,0.0013982240741358617,1
0.040214477211796246,0.00980392156862745,0.010202215661478612,0
0.06166219839142091,0.004901960784313725,0.034596859616395546,0
0.02680965147453083,0.00980392156862745,0.007787192478269904,0
0.16085790884718498,0.024509803921568627,0.007341413864273371,4
0.03753351206434316,0.0196078431372549,0.004556106601375541,0
0.26005361930294907,0.00980392156862745,0.0009203402351929686,4
1.0,0.0,0.00037231750606841736,3
0.7184986595174263,0.0,0.00143267776335127,1
0.7050938337801609,0.0,0.002628275194761435,1
0.128686327077748,0.00980392156862745,0.005129819238418813,4
0.6943699731903485,0.00980392156862745,0.002218496819620903,1
0.11796246648793565,0.00980392156862745,0.00624181706981254,4
0.6943699731903485,0.004901960784313725,0.0021853605615808143,1
0.15013404825737264,0.00980392156862745,0.006433331466972501,4
0.064343163538874,0.004901960784313725,0.0014410119475255707,0
0.04289544235924933,0.004901960784313725,0.005150010303170985,0
0.5281501340482574,0.0,0.004031625794557778,1
0.15281501340482573,0.004901960784313725,0.002199479987003255,4
0.2680965147453083,0.029411764705882356,0.01990893400199648,4
0.03753351206434316,0.0,0.005551540413561693,0
0.002680965147453083,0.0,0.0007414846332393327,0
0.13404825737265416,0.0,0.0004122413986422153,4
0.21447721179624665,0.004901960784313725,0.003208947305187371,4
0.09919571045576407,0.00980392156862745,0.004105029622869574,0
0.26541554959785524,0.0196078431372549,0.006623041556218439,4
0.6058981233243967,0.0,0.0006723194965350844,1
0.045576407506702415,0.004901960784313725,0.002339442729476821,0
0.0160857908847185,0.014705882352941176,0.0058672656587077125,0
0.8284182305630027,0.0,0.0026675976513638924,3
0.053619302949061656,0.00980392156862745,0.002444837223502342,0
0.13136729222520108,0.0,0.0005878320624657128,4
0.07238605898123324,0.0196078431372549,0.0029536234154489143,0
0.41823056300268097,0.0,0.0016945028895418448,2
0.8498659517426274,0.0,0.00018111814679820548,3
0.09115281501340483,0.00980392156862745,0.008520514766183889,0
0.053619302949061656,0.00980392156862745,0.00415913022048213,0
0.14745308310991956,0.014705882352941176,0.03536048282134187,4
0.3672922252010724,0.0,0.0009175621738015349,2
0.11796246648793565,0.0,0.000993514945039492,4
0.09919571045576407,0.00980392156862745,0.003923796916838733,0
0.09919571045576407,0.0,0.0006912217699200963,0
0.26273458445040215,0.00980392156862745,0.001116952518205252,4
0.02680965147453083,0.029411764705882356,0.05597318282923214,0
0.7801608579088471,0.0,0.0005801279540709124,3
0.12064343163538874,0.04901960784313726,0.009072547068450716,4
0.128686327077748,0.00980392156862745,0.0038738777312174047,4
0.053619302949061656,0.004901960784313725,0.0014406109902113432,0
0.13404825737265416,0.004901960784313725,0.0008350222466869827,4
0.0777479892761394,0.06372549019607844,0.012682394408249295,0
0.058981233243967826,0.004901960784313725,0.0021854464810052918,0
0.15281501340482573,0.004901960784313725,0.004522426186980431,4
0.2225201072386059,0.0,0.002761478942509451,4
0.7962466487935657,0.0,0.0021837280925157457,3
0.0160857908847185,0.0,0.0008692181776289589,0
0.0,0.0196078431372549,0.010698428977643335,0
0.021447721179624665,0.058823529411764705,0.01251708543555492,0
0.002680965147453083,0.0196078431372549,0.020636098731156256,0
0.04289544235924933,0.0,0.0008514328567621523,0
0.08310991957104558,0.014705882352941176,0.0174589416130255,0
0.08042895442359249,0.09803921568627451,0.02214427102881494,0
0.8498659517426274,0.004901960784313725,0.0033170053013716894,3
0.26005361930294907,0.004901960784313725,0.002460732317030647,4
0.002680965147453083,0.0,0.0004970438706013372,0
0.9839142091152815,0.0,0.0013899185297697202,3
0.14745308310991956,0.0,0.0008637193344624101,4
0.12064343163538874,0.004901960784313725,0.0022012556551091198,4
0.09115281501340483,0.00980392156862745,0.0014042670736574337,0
0.26273458445040215,0.00980392156862745,0.010408737318113948,4
0.08042895442359249,0.014705882352941176,0.03766547186160328,0
0.21447721179624665,0.014705882352941176,0.009775024282977343,4
0.18766756032171583,0.0,0.0018119833826105098,4
0.16621983914209115,0.004901960784313725,0.0023773618354794813,4
0.6434316353887399,0.0,0.0013012783235172773,1
0.24396782841823056,0.0,0.0009355193335172962,4
0.8498659517426274,0.0,0.0001624736316866255,3
0.1554959785522788,0.0,0.0003803366523529679,4
0.4316353887399464,0.00980392156862745,0.008423540375757146,2
0.42091152815013405,0.004901960784313725,0.008793967654487063,2
0.868632707774799,0.0,0.0006070207339323157,3
0.024128686327077747,0.23529411764705882,0.05767982899743344,0
0.010723860589812333,0.058823529411764705,0.03238726977711212,0
0.034852546916890076,0.058823529411764705,0.014459265386056738,0
0.11796246648793565,0.0,0.0012208004625901814,4
0.08310991957104558,0.05392156862745098,0.02090416733552552,0
0.09115281501340483,0.00980392156862745,0.02021005294498135,0
0.09115281501340483,0.00980392156862745,0.0062527001969130015,0
0.0,0.024509803921568627,0.019375030698294368,0
0.5656836461126006,0.1372549019607843,0.06785171510207157,1
0.034852546916890076,0.04901960784313726,0.007548307838414776,0
0.3163538873994638,0.024509803921568627,0.005236588443235971,2
0.43967828418230565,0.0,0.0020279848157465107,2
0.1769436997319035,0.0,0.0029707500207280615,4
0.9785522788203753,0.0,0.0008170937267793803,3
0.034852546916890076,0.04901960784313726,0.01261786892046682,0
0.10187667560321716,0.0,0.001294519328791728,0
0.0,0.00980392156862745,0.0017950572559884764,0
0.7372654155495979,0.0,0.0010235867436065565,1
0.6836461126005362,0.004901960784313725,0.00015491272233262074,1
0.0938337801608579,0.004901960784313725,0.014908165739142614,0
0.5227882037533512,0.0,0.0011276065268404406,1
0.18766756032171583,0.03431372549019608,0.0048612923971190075,4
0.5871313672922253,0.0,0.0032248423987156763,1
0.13941018766756033,0.004901960784313725,0.0008506023023255382,4
0.11528150134048257,0.0,0.002735674475358094,4
0.5871313672922253,0.0,0.0015444016549799543,1
0.2520107238605898,0.029411764705882356,0.012015688314113399,4
0.16890080428954424,0.0,0.008832574115885544,4
0.739946380697051,0.0,0.001661337991693596,1
0.1742627345844504,0.004901960784313725,0.0038278821993138756,4
0.2975871313672922,0.0,0.0011046374006968352,2
0.024128686327077747,0.05392156862745098,0.007395886779391997,0
0.06166219839142091,0.0392156862745098,0.019017949570166597,0
0.35656836461126007,0.00980392156862745,0.0027887440398769235,2
0.34584450402144773,0.004901960784313725,0.0011077877795943373,2
0.43699731903485256,0.0,0.0009063926486194823,2
0.13404825737265416,0.0196078431372549,0.0060057104913488445,4
0.8605898123324397,0.0,0.005178020035550592,3
0.7024128686327078,0.004901960784313725,0.003917610718276365,1
0.11528150134048257,0.0,0.0020991260992137373,4
0.034852546916890076,0.0,0.0007918906955993645,0
0.22788203753351208,0.00980392156862745,0.01617118127895932,4
0.034852546916890076,0.07352941176470588,0.025358402139279108,0
0.3190348525469169,0.004901960784313725,0.0013800950755711457,2
0.2225201072386059,0.0,0.0028074171947966623,4
0.36193029490616624,0.0,0.0005034305478208184,2
0.5630026809651475,0.024509803921568627,0.00451271729201449,1
0.053619302949061656,0.004901960784313725,0.002624752498357865,0
0.2225201072386059,0.0,0.0013417750122542579,4
0.8498659517426274,0.0,0.0003701122408401659,3
0.0160857908847185,0.014705882352941176,0.019260786503547685,0
0.053619302949061656,0.004901960784313725,0.003394332783401284,0
0.11528150134048257,0.0,0.0007138185785576334,4
0.005361930294906166,0.029411764705882356,0.012339690463817396,0
0.7479892761394102,0.0,0.00020047865711376317,3
0.8498659517426274,0.0,0.00022201579284941315,3
0.04289544235924933,0.014705882352941176,0.0015948649969563047,0
0.24664879356568364,0.004901960784313725,0.0017837445317656281,4
0.07238605898123324,0.00980392156862745,0.0023681970968685664,0
0.04289544235924933,0.0196078431372549,0.0028523816936064637,0
0.053619302949061656,0.004901960784313725,0.0052924647089543945,0
0.5656836461126006,0.0,0.0018249285758984272,1
0.15281501340482573,0.004901960784313725,0.004207302377805752,4
0.021447721179624665,0.058823529411764705,0.02052345836566648,0
0.024128686327077747,0.00980392156862745,0.0053434149276694485,0
0.09115281501340483,0.00980392156862745,0.0021304580493398026,0
0.15013404825737264,0.024509803921568627,0.011596201044006925,4
0.06702412868632708,0.004901960784313725,0.0025755779477486746,0
0.4128686327077748,0.00980392156862745,0.006143410688977839,2
0.034852546916890076,0.0196078431372549,0.005017379351586151,0
0.3726541554959786,0.0,0.0008563875435736782,2
0.26273458445040215,0.00980392156862745,0.004327503652649533,4
0.04289544235924933,0.024509803921568627,0.003620472708625608,0
