Cohort,CustomerID,UnitPrice
2010-12,12747,4.676296296296296
2010-12,12748,3.20382626680455
2010-12,12826,1.6694117647058826
2010-12,12829,23.950000000000003
2010-12,12838,1.8213636363636363
2010-12,12839,1.443220338983051
2010-12,12841,2.275128205128205
2010-12,12867,1.367904761904762
2010-12,12868,2.5625
2010-12,12872,2.5942105263157895
2010-12,12877,1.3896969696969697
2010-12,12915,7.414285714285714
2010-12,12921,2.276065573770492
2010-12,12928,2.0460000000000003
2010-12,12931,1.9152631578947368
2010-12,12942,3.71
2010-12,12944,4.5375
2010-12,12947,2.237619047619048
2010-12,12963,3.501875
2010-12,12967,4.925
2010-12,12971,2.1343636363636365
2010-12,12980,17.275714285714287
2010-12,13000,2.3400000000000003
2010-12,13004,2.0638750000000003
2010-12,13011,2.95
2010-12,13013,3.44
2010-12,13021,4.189642857142857
2010-12,13027,0.4
2010-12,13030,3.5404166666666668
2010-12,13033,3.6166666666666667
2010-12,13034,1.337142857142857
2010-12,13047,3.229285714285714
2010-12,13050,3.4325641025641027
2010-12,13065,1.5699999999999998
2010-12,13069,1.8863095238095238
2010-12,13077,2.6427272727272726
2010-12,13078,4.38655737704918
2010-12,13081,2.528040201005025
2010-12,13089,2.863462686567164
2010-12,13093,2.72375
2010-12,13094,1.1440000000000001
2010-12,13097,4.582926829268293
2010-12,13102,2.725211267605634
2010-12,13104,1.9575
2010-12,13108,8.5
2010-12,13113,3.1428
2010-12,13117,2.61
2010-12,13124,3.1252
2010-12,13126,1.365
2010-12,13138,3.2581818181818183
2010-12,13140,3.52
2010-12,13148,3.749411764705882
2010-12,13155,3.0058333333333334
2010-12,13165,0.9033333333333333
2010-12,13173,2.488571428571429
2010-12,13174,3.098181818181818
2010-12,13178,2.2296153846153848
2010-12,13198,1.874871794871795
2010-12,13199,1.9013043478260871
2010-12,13209,1.85453125
2010-12,13221,3.896153846153846
2010-12,13225,3.2328571428571427
2010-12,13238,2.06375
2010-12,13240,2.3188235294117647
2010-12,13255,5.116666666666666
2010-12,13267,3.4655555555555555
2010-12,13269,2.166849315068493
2010-12,13304,3.785
2010-12,13317,4.377000000000001
2010-12,13319,3.182747252747253
2010-12,13324,2.704285714285714
2010-12,13327,3.0412500000000002
2010-12,13329,2.8516666666666666
2010-12,13369,3.3833333333333333
2010-12,13370,3.480909090909091
2010-12,13402,1.6144444444444446
2010-12,13408,2.905
2010-12,13418,4.051846153846154
2010-12,13448,3.6942857142857144
2010-12,13455,4.38625
2010-12,13458,2.3447435897435898
2010-12,13468,3.430615384615385
2010-12,13487,5.483333333333333
2010-12,13488,3.7897802197802197
2010-12,13491,3.195294117647059
2010-12,13495,2.935
