x,y,label
2.402380420070205,1.1074563341338413,1
3.437617540043243,0.2616541663050085,1
1.0037251889273626,4.19147701743289,0
0.28256061945334743,4.772506188474386,0
1.2713514103916879,1.8925420677088496,1
-1.5811332175880735,3.738440605217151,2
-0.3201500043440233,2.8911250054596085,2
0.7438739881017237,4.122405677103188,0
1.3603489942050504,3.333613700861889,0
-1.11142377967171,7.956347983664254,3
-1.9229378053023551,3.0233736333107397,2
1.744756095926636,0.31036574432267494,1
-1.0632871109604762,1.9209232866643846,2
-0.9836360303822594,7.942735735081502,3
1.5459225627019515,4.356318072279505,0
1.1552129830701285,5.0996188654606085,0
2.576645613570955,1.0637868034456137,1
0.7893385592700715,4.3374865327862375,0
-1.7572480884292898,7.640058334349489,3
1.0161804119763957,4.485270466092259,0
0.3557243734758163,4.712744038417366,0
2.6963731610224833,0.6256321776271043,1
-1.7519922832186756,2.1821645462633112,2
-1.6980699815678881,7.855145264209821,3
1.0701740013257204,4.443095949168556,0
-1.1118201096734732,7.225416826475733,3
1.8432084721785584,-0.07222085325268268,1
-1.3951982797460782,3.1537200217211776,2
-0.40744887597097446,7.589230939446872,3
-2.7294334425212545,3.1440081738436585,2
-2.010279917745526,2.2468951067401433,2
-2.3938681326659283,2.191556464859112,2
2.5192193078744376,0.1873352758219462,1
-0.9138296618687015,2.5863578572830854,2
-1.3140493973539746,3.28801419396909,2
2.6210951738263883,-0.7461426403757969,1
-1.7598072830485383,7.849235869006365,3
0.5409116514683445,3.473768954211357,0
-2.2340349508645154,7.591816937885695,3
2.4550973706520267,0.6212317875048049,1
-2.0274678080440043,8.601105223245307,3
2.1061604967802476,3.4951318907629223,0
0.42857674327999995,4.973997100305902,0
2.8467496472138234,0.3682123688079857,1
-1.8314145742163195,2.2867541998021186,2
2.5807671783852766,0.8285991788456009,1
1.3514089491628076,3.3425527340843413,0
1.3222245685154597,4.178808074101593,0
1.437306351447492,0.687697641184474,1
1.84679712993374,0.5489025738217417,1
-1.2356185619409121,7.895132689860021,3
-0.9659958878382611,8.022328258574088,3
-1.9207822182048242,1.2171495581683014,2
0.7638737317944047,3.478816551397579,0
0.9353251153517164,5.33179296043801,0
-0.6731139153122417,3.155534212307059,2
-1.1245617430353594,2.4933788428267767,2
-1.8167489316902778,7.982126089218574,3
0.3083989779147409,7.593040639331032,3
2.027845145036737,1.0299682533922407,1
1.9772033489166556,0.954035597569278,1
-1.5030537562058697,7.337481257118817,3
1.9408754252840383,0.6607539515178666,1
1.7917538083515892,1.0064667174686297,1
1.6960751592790864,0.22812546836170022,1
-2.945408303506613,2.9300827703562686,2
0.22459286251653932,4.770281540947536,0
2.084964510422932,1.1939657257065106,1
0.9660578302296307,4.531278368781439,0
-2.335659266799378,2.460938228379187,2
-0.9672246341799193,8.876987414253023,3
1.8727175224410586,4.180692369188909,0
-1.2409165845628598,8.777015784363137,3
1.8898652006965437,0.4718268804298039,1
-0.6718397356697544,8.632897723565403,3
1.8946273992964981,0.22085686105593272,1
-1.4165487166177195,2.686588405107758,2
-1.7590265213322933,2.6117066175529455,2
0.18672563223958238,4.026836564559565,0
0.45379178903736606,3.956477528589741,0
-1.2549431418512549,7.842359355563632,3
0.9616744039071337,3.860968781924977,0
-1.7236277718298372,7.5164964708347215,3
0.6697869960051712,3.5954080169749427,0
0.8154680559756669,4.785261164926227,0
-1.6586286302206332,2.267460288929962,2
