Feature_1,Feature_2,Cluster
318.5629792879366,21.492130734540027,0
303.09741965938645,-5.36471768306393,0
438.06113291723625,-6.537309449440059,0
733.2401393508115,0.19272903207215109,0
-11.571428495905707,18.48999460836032,1
703.231191737722,-0.3321586742532361,0
542.9715808665927,-13.518966641596847,0
548.4018598404369,11.449432383558488,0
298.03686280061186,-8.180157835408266,0
298.04955313546805,-7.101542937561703,0
763.0797119412467,-8.334317226298708,0
532.9432277319978,-14.287633770471373,0
572.8344103911644,-21.00501433007105,0
402.9253582860971,-16.102635218597072,0
800.0533938569719,-12.11844719158924,0
563.2455779988173,2.2148286640862835,0
533.3796506359125,10.804802233662457,0
383.3175910772751,8.477419817562932,0
933.1183874996058,-8.354478439743332,0
98.4031774759602,14.39265941330234,1
33.59359400185383,25.567956497752547,1
23.146437540271222,1.8174730862651103,1
288.0930302174046,-3.9630417496649955,0
267.98151253499134,-9.570704013405816,0
98.01988577277814,-5.495846062188448,1
83.49874396134192,22.89162154995934,1
447.9255962223425,-14.797331250759285,0
537.9191650213771,-15.388346065023526,0
168.21046760464958,4.255310963149654,1
288.0082470812646,-8.9597315490157,0
538.0264521021905,-8.212738820938199,0
768.0929388553867,-7.3798973746399525,0
243.15075090189157,-0.1439149276147873,0
488.6012800452355,23.565325043240648,0
348.2310069968195,4.038080148998233,0
173.07995742609637,-2.7929216497768863,1
133.28642354659155,7.772729575349459,1
358.01855917526643,-8.15798411812402,0
273.0444315214037,-6.725074307758845,0
13.643002113365469,27.84683214774921,1
48.42964224993,16.32194976052223,1
287.88409216899106,-14.88511853521716,0
348.0953481804469,-5.043426088455533,0
-66.81465538610269,4.384829918309592,1
138.22700988344207,4.730688359804091,1
333.25480582916646,5.319331158248502,0
318.1118484666389,-3.486944939116924,0
238.11148507872258,-3.0515210012939065,0
313.1199153878398,-2.3053631635876286,0
513.187748021228,-0.8637592352155252,0
402.93901715897357,-15.05330284880661,0
517.9289632654715,-14.997554888546418,0
443.26641129493294,3.2605020440733483,0
628.2860709851128,4.041145380795911,0
313.39761267563233,12.608913514882275,0
373.3332912223799,9.664198626315411,0
223.4171063579505,14.216892411737007,0
523.0728513966159,-7.096625255912883,0
538.1820973229432,-1.3567801281016187,0
-227.0326904524968,-7.994967969134365,2
-66.85012199724918,2.3198665362226194,1
-296.8244368914156,5.468475698009911,2
-116.97047258185796,-3.726383423155127,1
-327.0591255951515,-6.948130808142153,2
-391.75248643605005,11.171678256222862,2
-68.90576044269494,-0.5586205371241988,1
-245.21252397707923,-17.49363929942048,2
-237.24141029251695,-17.531025550917988,2
3.296155990979969,10.095811600653022,1
-27.966120730539387,51.630125185926474,1
123.13013830856266,1.059834514550701,1
-337.1041224880134,-7.62385512217584,2
-275.0960258796877,-7.7531521318008885,2
238.71675654886099,35.25182736823352,0
139.09405663995778,-1.2074761987360176,1
-318.8763289023296,2.810771132325371,2
-355.06025251413723,-7.530701831829674,2
-246.63359745191588,16.558436650558434,2
3.771689655532782,36.03109236303355,1
-283.8422476447663,6.361860804858182,2
-469.0593503092666,-5.458923979087487,2
-33.13133924615636,-13.187104957216363,1
-117.29039200980719,-19.57861246799196,1
-232.1329883841231,-10.530103259648058,2
-226.95329942011858,-1.7760587915564656,2
-296.85215173438587,4.452803088679346,2
-252.04639192844058,-5.21261758810499,2
-185.10885737349292,-8.318582024009373,2
-67.1807518444748,-14.524690218444093,1
-122.43132640120507,-27.504038698491385,1
-267.1853332030438,-14.05389008602252,2
-297.1044146752864,-8.415031614551182,2
-252.2138850717704,-15.251570245283105,2
-457.02221494219674,-3.697337926777095,2
-401.851274089996,5.331400215799405,2
191.18339677250674,58.79376237956184,1
-121.27917775374158,36.41751488931706,1
-319.08827280468597,-9.193078195295811,2
-87.0802925612985,-10.226572689125973,1
-341.040900167349,-5.750565586578887,2
-36.93161455099835,-2.170415928046012,1
-185.07371349407924,-8.520519018587791,2
-308.88238661249596,3.751656552173074,2
-332.08929638290095,-7.883728753439598,2
-75.15313775202651,-13.413827944810876,1
-432.00974192285366,-2.0329467337495544,2
-237.206697087257,-15.561967932903471,2
-259.1483677337963,-11.078816347723418,2
-434.9577801123812,-0.05952602952397967,2
-66.99069577012972,-4.571457640410529,1
-184.73643852532723,10.516463160565294,2
-422.0428736248792,-4.244921941762499,2
-139.81866316131368,5.735552074296891,1
-313.06094816289715,-6.167094011040874,2
-362.1296331136067,-9.259295397921377,2
-340.11500621424585,-8.689734429642726,2
-252.10947206109944,-9.275870146862673,2
-401.6959734817673,15.425890267706578,2
-375.17109236646627,-13.185050253814708,2
-183.09792918191033,-9.553544319548763,2
-121.94524134844448,-1.588894278078243,1
-281.53456911973257,24.50826118654659,2
-381.82677823426366,9.189109755405624,2
-367.0893800459942,-7.188215890256373,2
-367.15717469661223,-11.19632022166131,2
-369.10360096662146,-8.175804911790465,2
-395.0788364569409,-6.679831873374525,2
-281.03036870910125,-2.535860067717806,2
-405.0612878028858,-4.4510736696292525,2
-167.2376418176758,-16.731185725058793,2
-116.47300035905562,24.266020059797512,1
-216.78453997810755,8.130449556224931,2
-186.9151119656019,1.7100573556775345,2
-146.76952962486223,8.920334113562149,1
-97.13297359792648,-13.058283826880867,1
-51.98204686718361,-4.812293096844385,1
-27.097930749853276,-10.229996223962104,1
-231.95153407062094,0.5349074098239441,2
-167.07624576452395,-8.756723111031363,2
-156.86804454285766,4.16316248805532,2
-146.94648958055132,-1.0967289642032938,1
32.90429274889573,-11.305365635407654,1
-226.92620968566473,1.3882783668810532,2
-197.00434749401973,-4.228428695529232,2
108.31267730325987,10.351330443795774,1
83.118262612482,0.8068696950290786,1
-332.19583999008887,-13.813298892465198,2
-122.12609208783442,-11.469925859637115,1
-97.0193892680735,-5.9064425753235525,1
-196.62480660405083,16.873113924850244,2
-246.44919923184148,27.81009537953352,2
-266.62878804970126,17.150231997529218,2
-321.5707409351809,22.164340097200935,2
-71.89765870622591,-0.39965639971936184,1
-106.81661780127251,5.206123065088704,1
-22.020256798528862,-6.2294392548408695,1
-267.0317323055761,-5.923089144009879,2
132.99984125218953,-4.86770543954438,1
-86.91399859078058,0.07963577715348436,1
-127.06128965116454,-8.291416841194518,1
-227.06883575173458,-7.618630299434827,2
-66.75543117637733,8.470289897435137,1
-176.765098425117,9.473190002016736,2
-71.76839793240185,7.510637841257733,1
-132.04824836043474,-7.255030312061606,1
-227.07784455326032,-7.5933793038869055,2
-51.68950645984444,12.358084974597773,1
-62.085011124303946,-10.554015295801605,1
3.1827646534928817,5.391361501575915,1
-116.6748180494526,14.53337034715409,1
-236.92120794183774,0.46303699755318917,2
-277.08357825603935,-8.740331907970258,2
-87.02740263137343,-7.104595748581772,1
-6.980210958028465,-4.541136569158709,1
3.131604678755366,2.3351905113283067,1
88.45807368612964,18.77628455835611,1
93.45624185410918,18.670819123425375,1
-186.94319027310928,-0.21333080312174957,2
