x,y,label
-0.46922183993136296,0.23279628413059072,1
-0.10615809593549755,0.9984916258133385,0
-0.45442062522104,0.02441958623200062,1
-0.6351737648300322,-0.6420351050518623,0
-0.8039949630356894,0.6483397479573739,0
-0.4259094803092243,-0.251466911284163,1
-0.4636653304628553,0.06577722627965632,1
-0.9595700487212134,0.10998118174905022,0
-0.19130827686997284,0.9210146876642922,0
0.11090548795970631,-0.5769188422685636,1
0.9833508390772508,0.18986873008138788,0
0.26105407348643417,-1.0899838931836656,0
-0.2313740244737144,-0.4298210117184287,1
-0.6134980018733746,0.7915545499815664,0
-0.34137310163178974,0.04697404643576724,1
-0.43119431156506793,-0.17518314392184636,1
0.4888510600028224,-0.10313702104089542,1
0.7330281441298329,0.7241150972792259,0
0.09033884251046004,0.3481092945828253,1
-0.20880077930911195,-0.3265197245169691,1
0.45487055795207343,-0.16816282221917356,1
0.5707574880227886,-0.09381709741960713,1
0.24175910421479155,0.37131912123132904,1
-0.35251850156879755,0.2984191030138213,1
-0.3829681740860391,0.8356299515685959,0
0.25235995696557506,-0.1549791395108977,1
0.37497953424254715,-0.10508221048292014,1
0.588238967666796,-0.8405579190033072,0
-0.839548989286913,0.729246628966837,0
-0.3254805622537914,0.4276208842804185,1
0.4206610925316973,-0.35827156095227636,1
-0.39369002734863934,0.4368433619381094,1
0.17648858583496946,-0.46664673260473377,1
-0.3492060717547175,-0.9277105075925738,0
0.9780635377406226,0.14492290379104977,0
-0.2867990526774948,0.3265490385812779,1
-0.45482519192564186,-0.37080496922852735,1
-0.10252591753130047,1.001286070858444,0
0.489050030959855,-0.820851352468694,0
0.0023309476282174085,1.0660162820961574,0
-0.38114312539834666,-0.1884865907605302,1
-0.880821030904277,0.6921860809982707,0
0.38334092556492,-0.11750562141637803,1
-0.12073722315708116,-1.148089019513387,0
0.6293966922164101,0.618155171321466,0
-0.2291992611923828,0.9720602988124576,0
1.051804648721097,0.042882122792388656,0
1.02924136432836,0.3636192975228511,0
-0.3110930262354657,-0.5357608933903428,1
