id,price
34354034,79.0
32982755,100.0
20669488,17.0
25992598,27.0
36129345,28.0
26248234,40.0
36476292,100.0
24077510,63.0
957402,87.0
1037668,195.0
28971441,31.0
18420379,180.0
13191689,22.0
26128728,85.0
31576503,34.0
27885876,60.0
19548232,49.0
9049224,355.0
11108923,84.0
35921557,78.0
34123795,84.0
35003751,75.0
12788675,25.0
30909346,30.0
551314,90.0
33681541,45.0
16972072,25.0
18677755,40.0
23681536,89.0
5360099,60.0
6442069,500.0
5388904,100.0
31033472,150.0
24343601,179.0
26647920,254.0
24174970,65.0
32396881,48.0
18748091,82.0
733941,75.0
28167451,800.0
21878400,65.0
11147546,48.0
27248727,40.0
8114070,29.0
2809378,45.0
35377526,60.0
36433642,35.0
4301676,160.0
1139791,20.0
1251176,70.0
3245032,325.0
12879910,20.0
17120895,31.0
30143898,69.0
34271396,70.0
30055685,15.0
18965133,50.0
22005351,63.0
30148534,29.0
27999004,30.0
33681381,65.0
34649748,38.0
34600761,79.0
28509017,79.0
34938421,40.0
35740892,90.0
8215509,95.0
11313906,39.0
31277306,19.0
16351058,26.0
24226912,18.0
23876510,50.0
32733036,22.0
14834228,23.0
6252857,40.0
7894510,30.0
8279661,150.0
21969660,60.0
20325056,150.0
10336625,15.0
29757128,240.0
14379840,75.0
23940323,35.0
20867269,21.0
13359741,45.0
21103245,15.0
3485918,30.0
34105182,138.0
24257390,90.0
24609295,25.0
20398567,50.0
28148966,17.0
33366852,60.0
15989980,111.0
18840749,25.0
8280389,5000.0
36071474,42.0
19394386,42.0
7007488,260.0
21908693,140.0
721504,700.0
21180955,100.0
2588674,80.0
20880151,47.0
24514179,395.0
27211806,140.0
35903077,62.0
34730133,500.0
36146645,71.0
11942471,15.0
31776375,95.0
23214821,125.0
35023281,28.0
23211754,110.0
29977391,140.0
21721988,139.0
22092676,135.0
28959328,44.0
3029771,140.0
14066153,30.0
10561317,27.0
3174089,120.0
23810897,22.0
12868441,42.0
7070893,29.0
18603175,38.0
682808,399.0
548052,85.0
10265669,50.0
25339054,50.0
36052426,70.0
16224450,16.0
21223971,160.0
34357366,100.0
31490551,97.0
33982568,58.0
32123776,110.0
1851161,48.0
36299231,32.0
16182647,110.0
3219190,250.0
34893534,45.0
36201552,30.0
563131,60.0
30523851,60.0
19153532,400.0
3393839,70.0
10009651,90.0
33743855,60.0
30300523,20.0
6468535,90.0
35867840,135.0
1691573,28.0
20489907,45.0
28326714,20.0
30626239,59.0
36270411,60.0
25121122,77.0
23692073,490.0
36219723,94.0
20735500,40.0
32241007,50.0
27479730,250.0
1309102,45.0
22005338,95.0
641627,30.0
31987289,59.0
33636232,50.0
6822858,32.0
30759793,140.0
32915652,50.0
11376307,18.0
36275806,38.0
6507867,99.0
21592878,75.0
18389616,270.0
26884784,30.0
2572814,29.0
36300266,52.0
35936474,65.0
22881665,140.0
17493061,400.0
4970190,139.0
9689898,50.0
6447941,45.0
13217850,50.0
8435493,80.0
33341672,19.0
28040672,42.0
25021120,55.0
24792072,110.0
33545817,34.0
27054522,110.0
13600144,80.0
6289283,35.0
16532014,90.0
569824,29.0
25483469,100.0
18309933,96.0
7224835,40.0
5755212,65.0
35605825,120.0
35828298,30.0
33746732,80.0
14052769,150.0
31818050,49.0
22906010,20.0
17932958,35.0
10690299,128.0
3315148,170.0
35859342,80.0
34968078,37.0
6804031,175.0
26859365,170.0
13810749,5000.0
16751577,26.0
36405702,120.0
36378402,30.0
25151271,49.0
36124019,21.0
25507916,30.0
19536720,79.0
26043915,96.0
17837255,65.0
35667935,74.0
29793555,39.0
32716660,69.0
27713539,100.0
6868279,50.0
31797773,100.0
36444301,25.0
1612980,158.0
9741613,179.0
32008567,70.0
20367809,350.0
19190724,85.0
26800682,53.0
16252727,42.0
9721011,40.0
16119549,99.0
22948408,100.0
26288972,55.0
29089984,36.0
34273731,35.0
12587201,240.0
256982,40.0
18670144,142.0
27044784,600.0
7520681,80.0
33909404,19.0
24978618,169.0
20755210,150.0
21907467,84.0
18930975,55.0
13150410,35.0
8663950,33.0
27524491,40.0
20842236,104.0
34637232,55.0
18799724,73.0
25780578,36.0
22898131,140.0
36277235,55.0
35057528,68.0
36171617,40.0
35894738,54.0
21653679,189.0
36469264,20.0
35711086,50.0
20263584,90.0
20244524,75.0
36194843,33.0
19741127,45.0
24200355,50.0
1594966,90.0
16384978,68.0
5313220,89.0
617561,102.0
20184309,40.0
31541302,69.0
21407746,40.0
16247065,25.0
12378302,469.0
3634081,40.0
13340872,60.0
31870038,600.0
20328553,129.0
32203753,120.0
24448277,90.0
7297678,72.0
33773458,40.0
3510269,80.0
9893781,55.0
32786908,35.0
26028425,97.0
17471224,90.0
9608116,34.0
16170106,45.0
26580560,25.0
19426908,32.0
21601949,115.0
14209613,155.0
26979907,90.0
31192948,38.0
424137,200.0
16130777,59.0
10133140,247.0
5533930,58.0
7196309,40.0
26366634,38.0
34814373,125.0
25856543,26.0
23434916,100.0
21240794,75.0
35438705,71.0
21907386,128.0
2263681,92.0
35442291,25.0
25927824,74.0
31029234,52.0
1919167,39.0
11898346,350.0
4909114,52.0
23384403,180.0
21734299,185.0
543342,115.0
22155071,29.0
16076627,390.0
33648567,79.0
4186521,32.0
30420352,25.0
33192456,60.0
29974746,75.0
18748081,80.0
16387031,70.0
6910451,40.0
16307967,31.0
28405075,70.0
35113942,152.0
5265536,35.0
19308050,41.0
9602567,40.0
33571314,40.0
35108886,60.0
12534026,250.0
30149945,40.0
28573232,22.0
29347985,25.0
16095290,84.0
24274183,25.0
19604360,80.0
7616232,95.0
1424841,90.0
5802927,130.0
34169254,30.0
27715334,135.0
9537761,79.0
36367398,45.0
5523123,50.0
26362966,35.0
6444587,40.0
34076166,24.0
18443060,75.0
36123212,115.0
15897898,250.0
11201817,35.0
35848955,79.0
6669821,950.0
9728875,50.0
36378095,56.0
24398073,140.0
32637007,55.0
28127970,60.0
23426665,30.0
14930754,55.0
32122574,180.0
8181239,80.0
30811407,129.0
15052687,22.0
7576103,77.0
35664428,53.0
6536977,105.0
5365791,80.0
28249117,225.0
8263101,50.0
25132658,65.0
14734390,160.0
1196332,85.0
21658679,123.0
2996993,128.0
19753607,243.0
25996203,27.0
15800641,118.0
32496730,15.0
2207843,360.0
22695750,96.0
27158260,90.0
10776215,44.0
672728,125.0
25444746,70.0
1916297,85.0
33307874,50.0
34458284,160.0
6803776,100.0
9701861,120.0
29473680,34.0
32353179,35.0
13262543,57.0
34668528,30.0
7574593,270.0
12804942,35.0
22005538,85.0
32309195,700.0
35080813,150.0
32736627,22.0
31290829,35.0
23265494,201.0
27477345,53.0
34018725,240.0
33964269,25.0
20416911,28.0
1882719,195.0
20509413,43.0
21809070,20.0
1580396,95.0
36336729,40.0
32515543,35.0
19614005,279.0
30810714,25.0
29537598,25.0
11880164,150.0
32307575,50.0
23914533,169.0
18153634,180.0
26975250,50.0
35907302,25.0
24133214,40.0
1295958,52.0
24309551,31.0
26882159,99.0
7824065,40.0
13713888,51.0
5010882,40.0
27057813,29.0
24464487,87.0
31397584,500.0
21913696,61.0
23974587,50.0
13806704,5000.0
1715895,100.0
18249861,120.0
35900387,79.0
2377543,140.0
20612050,84.0
21002036,129.0
10167887,150.0
3292049,220.0
19288117,24.0
938626,42.0
19658891,30.0
22919249,350.0
4317065,175.0
5191349,44.0
25772886,105.0
7060486,65.0
30800651,50.0
29524206,95.0
32200855,159.0
25706139,43.0
10642160,100.0
34988441,60.0
24448872,73.0
19881362,50.0
15081306,45.0
36368841,45.0
13214869,58.0
3942089,25.0
19656773,45.0
10700849,55.0
18981428,85.0
22224512,65.0
14192229,40.0
22288285,40.0
11166908,51.0
33727898,250.0
7426541,80.0
20862382,37.0
3644157,40.0
22155702,71.0
663096,300.0
31775203,197.0
15170980,100.0
4853356,140.0
17839286,35.0
9192765,29.0
19840514,50.0
8138792,81.0
14194381,50.0
14124608,35.0
35673121,95.0
29309442,140.0
33697248,75.0
25897337,100.0
33451974,58.0
22594095,45.0
31278389,400.0
10353204,20.0
5614661,120.0
17741453,57.0
4026267,200.0
4544217,90.0
25443015,190.0
30099626,35.0
5837003,112.0
31399483,155.0
3125566,13.0
35814202,49.0
16908176,48.0
32210549,135.0
13376237,18.0
2061767,29.0
20317869,110.0
34349363,68.0
33741173,200.0
36207314,120.0
9517961,50.0
33708046,9.0
6556771,159.0
22632565,50.0
22081636,18.0
29207214,75.0
4530117,299.0
32335832,50.0
21306738,25.0
6399512,71.0
32077882,80.0
18766588,35.0
12950686,35.0
32238096,50.0
32835802,30.0
18339909,20.0
3431763,65.0
19695274,30.0
22409838,85.0
29874454,30.0
27793196,85.0
30722564,55.0
34203402,18.0
34661920,49.0
32562727,69.0
23372597,50.0
8553780,180.0
32886725,100.0
36153541,75.0
36256605,34.0
26814252,62.0
9882952,30.0
31980825,40.0
35151598,60.0
24826720,145.0
30010521,40.0
8966420,45.0
9147920,20.0
35161912,299.0
18887616,185.0
35565786,32.0
431331,48.0
31035694,98.0
34321474,118.0
410159,125.0
36542361,120.0
731049,27.0
23964555,200.0
31203362,21.0
21586405,20.0
353640,110.0
17471173,95.0
35231033,28.0
13837599,20.0
32546289,73.0
22812609,121.0
699302,30.0
119546,80.0
31481458,90.0
36198998,40.0
25425500,18.0
35149310,80.0
1186506,115.0
33616917,136.0
33389223,35.0
13872506,39.0
35403063,35.0
18564914,495.0
18787319,149.0
19603703,140.0
32739498,88.0
32651553,50.0
1337978,168.0
4918810,32.0
11110830,195.0
