Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dm-csv-001,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Python-new,Terminate,,,,,,,,,,,,,,
dm-csv-002,Bash-new-cat,Python-new,Python-debug,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,,,
dm-csv-003,Python-new,Bash-new-ls,Python-new,Python-new,Python-debug,Python-new,Bash-new-cat,Terminate,,,,,,,,,,,,
dm-csv-004,Bash-new-ls,Bash-new-cat,Python-new,Python-new,SQL-new-SELECT,Python-new,SQL-new-SELECT,Python-new,SQL-new-SELECT,SQL-debug-SELECT,SQL-new-SELECT,SQL-new-SELECT,failParse,failParse,failParse,,,,,
dm-csv-005,Bash-new-cat,Bash-new-cat,Python-new,Bash-new-ls,Python-new,Python-new,Bash-new-ls,Bash-new-cat,Terminate,,,,,,,,,,,
dm-csv-006,Bash-new-cat,SQL-new-SELECT,Bash-new-find,Terminate,,,,,,,,,,,,,,,,
dm-csv-007,Bash-new-cat,Python-new,Terminate,,,,,,,,,,,,,,,,,
dm-csv-008,Bash-new-cat,Bash-new-ls,Bash-new-cat,Python-new,Bash-new-head,Python-new,Python-debug,Python-debug,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new,Bash-new-head,Python-new
dm-csv-009,Bash-new-cat,Bash-new-cat,Bash-new-cat,Bash-new-cd,Bash-new-cat,Bash-new-cd,Bash-new-cat,failParse,failParse,failParse,,,,,,,,,,
dm-csv-010,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls,Bash-new-cd,SQL-new-SELECT,Bash-new-ls
dm-csv-011,Bash-new-ls,Bash-new-mv,Bash-new-ls,SQL-new-SELECT,Bash-new-file,Bash-new-rm,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget,Bash-new-wget
dm-csv-012,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls,Bash-new-cat,Bash-new-ls
dm-csv-013,Bash-new-cat,Python-new,Python-debug,Bash-new-cat,Python-new,Python-debug,Python-debug,Bash-new-cat,Terminate,,,,,,,,,,,
dm-csv-015,Bash-new-cat,Bash-new-ls,Python-new,Python-new,Python-new,Terminate,,,,,,,,,,,,,,
dm-csv-016,Bash-new-cat,Python-new,Python-debug,Python-debug,Python-new,Python-debug,Bash-new-cat,Terminate,,,,,,,,,,,,
dm-csv-017,Bash-new-cat,Python-new,Bash-new-ls,failParse,failParse,failParse,,,,,,,,,,,,,,
