job_id,skill_abr
3884428798,MRKT
3884428798,PR
3884428798,WRT
3887473071,SALE
3887465684,FIN
3887465684,SALE
3887467939,SALE
3887467939,ADVR
3887467939,BD
3887471331,ENG
3887471331,PRJM
3887471274,SALE
3887471274,ADVR
3887471274,BD
3884431567,ENG
3884431567,IT
3884916106,SALE
3884916106,BD
3884916106,GENB
3887470552,ADM
3887470545,SUPL
3887470545,MNFC
3887470545,PROD
3884431568,IT
3861704803,BD
3861704803,SALE
3884431523,MGMT
3884431523,TRNG
3884910890,IT
3884431577,MGMT
3884431577,MNFC
3884911725,GENB
3884911725,BD
3884911725,SALE
3887473220,PRJM
3884428894,OTHR
3887475169,SALE
3887475169,BD
3887457893,LGL
3887471473,SALE
3887466990,LGL
3887466990,ADM
3884436027,SALE
3884436027,MRKT
3884432468,IT
3884915204,MGMT
3884915204,MNFC
3884427968,MGMT
3884427968,MNFC
3884914318,ACCT
3884915161,SALE
3884915161,BD
3884915161,GENB
3813844724,FIN
3813844724,SALE
3884428983,ENG
3884428983,IT
3884433248,IT
3884905745,FIN
3884905745,SALE
3884905745,BD
3887470617,ENG
3887470617,IT
3884429613,MGMT
3884429613,MNFC
3887473145,SALE
3887473145,ADVR
3887473145,BD
3884429625,MGMT
3884431496,MGMT
3884431496,MNFC
3884430505,PRJM
3884430505,IT
3884431558,MRKT
3884431558,WRT
3884431558,DSGN
3884430590,MGMT
3884430590,MNFC
3884433257,PRJM
3884433257,ENG
3884433257,OTHR
3884435029,ADM
3884435029,PRJM
3884430615,RSCH
3884430615,ANLS
3887468966,ACCT
3884912506,ACCT
3884912506,BD
3884912506,SALE
3884432412,RSCH
3884432412,ANLS
3884432412,IT
3887473087,MRKT
3887473087,SALE
3887466995,IT
3887466995,PRJM
3887466995,ANLS
3887466954,IT
3884431562,MGMT
3884431562,MNFC
3884429549,MGMT
3884429549,MNFC
3887460927,RSCH
3887460927,ANLS
3887460927,IT
3884427971,MGMT
3884427971,MNFC
3884427990,SALE
3884429551,ENG
3884429551,IT
3884915264,ACCT
3887463947,ADM
3884429609,FIN
3884429609,IT
3884429609,BD
3884432493,ADM
3884432493,ANLS
3884432493,CNSL
3887473336,SALE
3887473336,ADVR
3887473336,BD
3884434046,MGMT
3884434046,MNFC
3884433132,ADM
3884432411,ENG
3884432411,IT
3884433280,PRJM
3884433280,MGMT
3887469780,SALE
3884909927,ADVR
3887472191,EDU
3887472191,TRNG
3887467990,CNSL
3884435035,IT
3887469406,OTHR
3884905746,FIN
3884905746,SALE
3884905746,BD
3884912432,MNFC
3884431493,PRCH
3884431493,SUPL
3884432117,MGMT
3884432117,MNFC
3884426774,MGMT
3884426774,MNFC
3884914359,ACCT
3884430508,ENG
3884430508,IT
3884435030,OTHR
3887473085,CUST
3887473085,QA
3884435033,ACCT
3884434034,PRJM
3884436005,OTHR
3884432469,HR
3884432469,OTHR
3884432469,ACCT
3884917012,SCI
3884917012,RSCH
3884917012,OTHR
3884432498,LGL
3884432498,FIN
3884426885,OTHR
3884427967,OTHR
3884431497,QA
3887474153,HCPR
3887475014,IT
3887475014,ENG
3887475014,MGMT
3884431563,MRKT
3884431563,SALE
3884435023,RSCH
3884435023,IT
3884915177,STRA
3884915177,FIN
3884915177,GENB
3884910870,CNSL
3884910870,HR
3884910870,WRT
3884430607,SALE
3884430607,BD
3884913450,OTHR
3887472403,ANLS
3887472403,FIN
3887472403,CNSL
3884915084,MGMT
3884915084,MNFC
3884430507,ENG
3884430507,IT
3884430524,MGMT
3884430524,MNFC
3887473240,ADM
3884430513,OTHR
3887471201,MRKT
3887471201,SALE
3887476201,MRKT
3887476201,ADVR
3887469942,ENG
3887469942,MNFC
3887469942,MGMT
3884435057,ADM
3884433291,LGL
3884433292,ACCT
3884433292,FIN
3884425974,BD
3884425974,SALE
3884432217,HCPR
3887469932,MGMT
3887469932,SUPL
3887469932,PRCH
3884434097,MNFC
3884430583,MGMT
3884430608,ACCT
3884430608,FIN
3884427964,ENG
3884427964,IT
3884429603,MGMT
3884429603,MNFC
3887470838,ADM
3887470838,STRA
3887474296,IT
3887474296,PRJM
3887474296,ANLS
3884428970,MGMT
3884428970,MNFC
3887464859,ENG
3887464859,IT
3884430585,IT
3887473296,SALE
3887473296,ADVR
3887473296,BD
3887471272,HCPR
3884429657,ACCT
3884430610,ENG
3884430610,MNFC
3887471428,SALE
3887471428,ADVR
3887471428,BD
3884913279,MGMT
3884913279,MNFC
3887471276,FIN
3887471276,SALE
3884435060,ENG
3884435060,IT
3884910873,PRJM
3884910873,IT
3884910760,MGMT
3884910760,MNFC
3884431637,SALE
3884431637,BD
3884913276,ADM
3887468913,PRJM
3884915296,HR
3887476076,OTHR
3884914113,ADM
3887475133,ADM
3887475133,ANLS
3887475133,FIN
3884912496,ENG
3884912496,IT
3884913559,MGMT
3884913559,MNFC
3884914271,ACCT
3884914271,FIN
3887477024,ACCT
3887477024,FIN
3884436034,ENG
3884436034,IT
3884432491,HR
3884432491,ACCT
3884432491,ADM
3884430259,HCPR
3884910232,FIN
3884910232,SALE
3884910232,BD
3884432420,IT
3884433282,IT
3884429619,ENG
3884435043,ENG
3884435043,MNFC
3887469999,LGL
3887472248,ACCT
3884915359,IT
3884911620,HCPR
3884430597,IT
3887475342,MRKT
3887475342,SALE
3887469995,MGMT
3884428728,OTHR
3884915121,HCPR
3884912330,HCPR
3884915077,HCPR
3884432321,ENG
3884432321,IT
3884427963,MGMT
3884427963,MNFC
3884911832,ACCT
3884911832,FIN
3884911832,OTHR
3887474295,IT
3884429637,FIN
3884429637,SALE
3884430586,ENG
3884430586,IT
3887467924,MRKT
3884432541,ANLS
3884911762,HCPR
3884910941,OTHR
3884910941,IT
3884910941,MGMT
3884432517,PRJM
3884432517,IT
3884910769,HCPR
3884432522,FIN
3884432522,SALE
3884916102,PRJM
3884916102,MGMT
3887470539,FIN
3887470539,SALE
3884913272,HCPR
3884428984,OTHR
3884910768,HCPR
3884911952,GENB
3884432421,CNSL
3884432421,IT
3884432421,SALE
3884429634,BD
3884429634,SALE
3887472263,SALE
3887472263,BD
3887476153,MGMT
3884429624,MGMT
3884429624,SALE
3887466991,FIN
3887466991,SALE
3884427833,PRCH
3884427833,SUPL
3884912327,HCPR
3884911951,IT
3887475285,DSGN
3887475285,CNSL
3884431593,DSGN
3884431593,ART
3884433244,MGMT
3884433244,MNFC
3884434109,OTHR
3887469989,IT
3887469989,DSGN
3884436082,ACCT
3884436082,PRJM
3887470497,OTHR
3887472125,MGMT
3887472125,ADM
3887472125,PRJM
3887471567,ANLS
3887471567,FIN
3887471567,CNSL
3884916275,MGMT
3884916275,MNFC
3884435044,MNFC
3884426996,ENG
3884426996,IT
3884435053,FIN
3884435053,SALE
3887470266,ENG
3887470266,IT
3884427965,ACCT
3884427965,FIN
3884909892,HCPR
3884432471,MGMT
3884432471,MNFC
3884432471,IT
3884910962,CUST
3884910962,GENB
3884434141,IT
3884432259,ACCT
3884432259,FIN
3884429672,MRKT
3884429672,PR
3884429672,WRT
3887472573,SUPL
3887472120,ACCT
3887472120,FIN
3887472127,MNFC
3887472127,MGMT
3884430638,MGMT
3884430638,GENB
3884430638,FIN
3884435055,MNFC
3884435055,MGMT
3884435055,SUPL
3884430632,PRJM
3884430632,DIST
3884430632,HR
3884436038,ENG
3884436038,OTHR
3884436038,GENB
3884424835,RSCH
3884424835,ANLS
3884424835,IT
3884430634,HCPR
3884910917,LGL
3887467709,ENG
3887467709,IT
3884434095,HR
3884434095,PRJM
3884434095,ANLS
3887472318,SALE
3887472318,ADVR
3887472318,BD
3884912315,HCPR
3884433143,CNSL
3884433143,IT
3884433143,SALE
3887475355,BD
3887475355,PRDM
3887475355,MRKT
3884433253,PRJM
3887469624,HCPR
3884429608,CNSL
3884429608,CUST
3887468932,IT
3884912691,SCI
3884917221,DSGN
3884917221,ENG
3884428699,SALE
3884428699,BD
3887466984,FIN
3887466984,SALE
3884911125,FIN
3884911125,SALE
3884911125,BD
3887476263,HCPR
3887475241,HCPR
3887475241,SCI
3887475241,OTHR
3887473578,ENG
3887473578,IT
3887473578,CNSL
3884435132,ENG
3884435132,IT
3884427871,MRKT
3884427871,SALE
3884917019,RSCH
3884917019,ANLS
3884917019,IT
3887469860,SALE
3887469860,BD
3887472568,SALE
3887472568,BD
3884434103,ADM
3887478270,MGMT
3887478270,MNFC
3884432530,ADM
3887466558,FIN
3887466558,SALE
3884912457,PRJM
3884912457,IT
3884432572,IT
3884432572,CUST
3884433225,SALE
3884433225,BD
3884433285,DSGN
3887472931,IT
3884434105,SALE
3884434105,BD
3884434105,CUST
3884431591,FIN
3884431591,SALE
3884434114,PRJM
3884917031,HCPR
3887468975,OTHR
3884910761,HCPR
3884432540,CUST
3884432540,CNSL
3887471350,OTHR
3884431253,OTHR
3884436148,ENG
3884911755,MGMT
3884911755,MNFC
3884912652,MGMT
3884912652,ANLS
3884912652,CNSL
3884916322,HR
3887471270,MGMT
3887471270,OTHR
3884914112,HCPR
3887476099,HCPR
3884430272,ADM
3884429653,ENG
3884435086,ENG
3884435086,IT
3884435152,IT
3887469622,MGMT
3887469622,MNFC
3887474061,SALE
3887474061,BD
3884430273,HCPR
3887475299,MGMT
3887475299,MNFC
3887475299,ENG
3884913642,CUST
3887470640,SALE
3887470640,BD
3887474692,ENG
3887474692,CNSL
3884435116,ADM
3884435116,ADVR
3887469731,MGMT
3887469731,MNFC
3884433240,OTHR
3887473886,FIN
3887475425,BD
3887475425,SALE
3884436115,IT
3887469873,HCPR
3887466670,ENG
3887466670,IT
3884911625,MGMT
3884911625,MNFC
3884908922,MGMT
3884908922,MNFC
3884436090,IT
3887470528,IT
3887470528,HR
3887470528,SUPL
3884436023,BD
3884436023,SALE
3884434120,DSGN
3884436039,MRKT
3884436039,PR
3884436039,WRT
3884436123,ADM
3887473148,OTHR
3887468676,SALE
3887468676,BD
3656167404,ADM
3884431490,ENG
3884431490,IT
3884429683,SALE
3884429683,BD
3887477065,MNFC
3887477065,MGMT
3887477065,PROD
3887472486,SALE
3887472486,BD
3884908929,HCPR
3884433337,ACCT
3884433337,FIN
3884918154,ENG
3884912807,CUST
3884429552,MGMT
3884429552,MNFC
3884912486,ADM
3884916230,STRA
3884916230,IT
3884435120,IT
3887482135,CUST
3887482135,SALE
3887482135,MRKT
3884431542,PRJM
3884431542,IT
3884435032,IT
3884435032,PRJM
3887467642,IT
3884431687,IT
3887474156,PRDM
3887478309,SALE
3887478309,MRKT
3884436105,OTHR
3884913634,IT
3884913634,ENG
3884913634,CNSL
3884431614,ACCT
3884431614,FIN
3884432550,MGMT
3884432550,EDU
3884432550,GENB
3884429686,HCPR
3884433290,HCPR
3887475284,SALE
3887475284,BD
3884431661,ANLS
3887475017,ENG
3887475017,MGMT
3887475017,OTHR
3884435178,IT
3884427691,ADM
3884432436,SALE
3884432436,BD
3884913418,DSGN
3884913418,ART
3884913418,IT
3884911730,ACCT
3884911730,BD
3884911730,SALE
3884911787,BD
3884911787,SALE
3884436049,OTHR
3884910766,HCPR
3887474506,MNFC
3884436168,ADM
3884436168,CUST
3884436168,GENB
3887476184,BD
3887476184,SALE
3884432409,HR
3884428982,ACCT
3884428982,FIN
3884426762,HCPR
3887470550,FIN
3887470550,SALE
3884434062,BD
3884434062,PRJM
3884431580,IT
3884916081,FIN
3884916081,SALE
3884911624,MGMT
3884911624,MNFC
3887469407,ADM
3887472874,PRJM
3887486130,IT
3887482215,ADM
3887469992,MGMT
3887469992,MNFC
3884433350,SALE
3884433350,BD
3884428977,ENG
3884428977,IT
3887470918,IT
3887484192,PRDM
3884910942,ANLS
3887484013,RSCH
3887473504,HCPR
3887477017,ACCT
3884429722,SALE
3884429722,BD
3884432168,FIN
3884432168,SALE
3884436108,PRJM
3884436108,IT
3887474438,HCPR
3884431554,HR
3884917136,PRJM
3887478436,IT
3887473521,OTHR
3887469630,BD
3887469630,SALE
3887485428,SALE
3887485428,ADVR
3887485428,BD
3887466766,SALE
3887466766,MGMT
3887478013,IT
3887471410,ACCT
3887471410,FIN
3887480763,IT
3887470561,SALE
3887470561,BD
3887470561,MRKT
3884434138,HR
3884434138,ANLS
3884913532,ENG
3884913532,IT
3884431480,MGMT
3884431480,MNFC
3887470997,HCPR
3887473008,IT
3884433393,MNFC
3884433393,MGMT
3887472554,HCPR
3884432301,MGMT
3884432301,MNFC
3884429730,IT
3884436043,FIN
3884436043,ANLS
3887484964,RSCH
3887484964,ANLS
3887484964,IT
3887473513,FIN
3887473513,SALE
3887477057,HCPR
3887478004,MRKT
3887478004,SALE
3887481930,HR
3887475345,HCPR
3887476200,ACCT
3887476200,FIN
3884433322,ENG
3884433322,MNFC
3887486300,MGMT
3887486300,MNFC
3887476341,FIN
3887476341,SALE
3884430726,ADVR
3887474913,SALE
3884908545,FIN
3884908545,SALE
3887478759,TRNG
3887478759,EDU
3884917063,OTHR
3884432497,MGMT
3884432497,MNFC
3884435204,OTHR
3887474462,SALE
3887474462,BD
3884426999,MGMT
3884426999,MNFC
3884429610,FIN
3884429610,SALE
3884432560,SALE
3884432560,BD
3884912673,HCPR
3887489265,ACCT
3887489265,FIN
3887479382,IT
3887474760,PRJM
3887474760,IT
3884917279,PRJM
3884427957,QA
3887477056,HCPR
3884917077,MGMT
3884917077,MNFC
3884430577,IT
3884430577,PRJM
3887468976,OTHR
3884911760,HCPR
3887470532,HCPR
3887473842,ADM
3887472904,IT
3884912900,IT
3884436211,CUST
3884436211,ADM
3884436211,GENB
3887473506,HCPR
3887477066,ACCT
3887477066,FIN
3884916088,RSCH
3884916088,ANLS
3884916088,IT
3887472572,MRKT
3887472572,PRDM
3884429616,HR
3884429616,ADM
3884429616,CUST
3887477137,MGMT
3887477137,MNFC
3884434066,QA
3884429775,ADM
3884429775,CUST
3887476176,MGMT
3887476176,MNFC
3887477134,FIN
3887477134,SALE
3884426652,ENG
3884426652,IT
3884431744,MGMT
3884431744,PRJM
3884431744,ENG
3884916675,TRNG
3884916675,EDU
3884916675,SALE
3887481291,MGMT
3884430521,QA
3884426975,IT
3884916089,MRKT
3884916089,SALE
3887465608,SALE
3887465608,BD
3887472116,FIN
3887472116,SALE
3884917043,ENG
3884436096,PRJM
3884436096,BD
3884436096,STRA
3887473510,HCPR
3884908932,MGMT
3884908932,MNFC
3884436183,HR
3884436183,ACCT
3887474122,OTHR
3884429777,ACCT
3884429777,FIN
3887471747,MGMT
3887471747,MNFC
3887486875,ENG
3884434198,OTHR
3884430648,SALE
3884430648,BD
3884431576,IT
3884429699,SALE
3884429699,BD
3884429699,CUST
3884910914,ENG
3884910914,IT
3887471351,MRKT
3887471351,SALE
3884433392,ACCT
3884433392,ANLS
3884433392,FIN
3884912999,FIN
3884912999,RSCH
3887475392,MGMT
3887475392,MNFC
