Date,AAPL,MSFT,XOM,JNJ,JPM,AMZN,GE,FB,T,DefaultPortfolio,EqualWeightPortfolio,MarketValueWeightedPortfolio
2017-01-03,0.0028492268058038,0.0070809402478113,0.0069797503389799,0.0054681996135828,0.0108936040009637,0.005067529072156,0.0028480929364431,0.0157322725145865,0.0115212975553634,0.07048164287834258,0.007604545898410055,0.007604545898410055
2017-01-04,-0.0011192771163496,-0.0044743716294802,-0.0110022840351952,-0.0016402201633208,0.0018444508228325,0.0046572240890214,0.0003156108541848,0.015659772243199,-0.0058111881131603,0.06856278263041071,0.007430070004158011,0.007430070004158011
2017-01-05,0.0050852988152205,0.0,-0.0149070859852967,0.0104626643831169,-0.0092049813136209,0.0307324800115263,-0.0056782494529598,0.0166820790853133,-0.0028055959874611,0.10058134655712725,0.01080413773258451,0.01080413773258451
2017-01-06,0.0111484089785916,0.0086677663069383,-0.0005647129356567,-0.0047919770152348,0.000116141642362,0.0199115609725944,0.0028552884473578,0.022706605166265,-0.0199242584807071,0.1447632045418623,0.01526245140841901,0.01526245140841901
2017-01-09,0.0091594808006054,-0.0031826351955934,-0.0164972072246271,-0.0001721157574976,0.0006965789649964,0.0011683476069843,-0.0047453858799273,0.0120735592877868,-0.0125846562263345,0.1283597330846935,0.013697558783573788,0.013697558783573788
2017-01-10,0.0010084343229528,-0.0003193223034265,-0.0127527590513821,-0.0010319399310103,0.002900969410966,-0.001279876300956,-0.0028606680146499,-0.0044035547733618,0.0002450460219165,0.10757103888847541,0.011642706492579199,0.011642706492579199
2017-01-11,0.00537323222438,0.0091025100559851,0.0102408954620863,-0.0123106118014539,0.0075205351492542,0.0039200853196608,0.0031877716939601,0.0139927465057137,-0.0049006991069249,0.14793177534468804,0.01565675821509713,0.01565675821509713
2017-01-12,-0.0041754366139623,-0.0091786407325747,-0.0054141133968771,-0.0009588168381834,-0.0096463920332339,0.0182974076168954,-0.002542140172952,0.0042034024650139,0.00984959077942,0.14804211814149282,0.01570507611215779,0.01570507611215779
2017-01-13,-0.0017609702557441,0.0014374748712993,0.0001158359585495,-0.0001743682508817,0.0053340360490208,0.004301656673068,-0.0009557487720849,0.0135838963769415,-0.0012190845317599,0.17187153245331976,0.018000934791980956,0.018000934791980956
2017-01-17,0.0080645234553651,-0.0027113637827934,0.0116965586872348,0.002355967686368,-0.0363321674844685,-0.0090805050099033,-0.002869823125343,-0.0036620929924293,0.0036621283759832,0.13755720284170825,0.014792404326426914,0.014792404326426912
2017-01-18,-8.33522719433377e-05,-0.0004796618276523,-0.012362691249352,-0.0014800189841536,0.0046679677253032,-0.0027663773652929,-0.0012792663850591,0.0003909830204664,-0.0075407048705646,0.11385570349568797,0.012466501858843775,0.012466501858843775
2017-01-19,-0.0017501780119819,-0.0032001291851354,-0.0179645324134591,-0.0043591366502243,-0.007624564973577,0.0019319339657188,-0.0006404525018864,-0.0028923937287741,0.0049019257817828,0.0789659294978291,0.008955665445784154,0.008955665445784154
2017-01-20,0.0018367518748505,0.0070626225663732,0.0136904106232061,-0.0004378945247163,0.0044416739474453,-0.0008775351271949,-0.0217877371092706,-0.003998447573537,0.010975692093697,0.09031896987793875,0.010167391753656742,0.010167391753656742
2017-01-23,0.0006666736438629,0.0035065049450941,-0.010711337970698,-0.0021023911965835,0.0004781144001009,0.0118144666153106,-0.0255487001933797,0.0148771409408286,0.0132689224580835,0.09642522886837335,0.010861768825058897,0.010861768825058897
2017-01-24,-0.0009160432410337,0.0088946028584424,0.0014121224550511,-0.0188745095579322,0.0120655444889755,0.0055753863306635,0.0084032898033319,0.0034127202659508,-0.0152380920423201,0.10111474677973087,0.011387882309628807,0.011387882309628807
2017-01-25,0.015920650498054,0.0025188318538489,0.0029380834493542,0.0093055561432595,0.015462611022246,0.017119811737951,0.012333425158104,0.0163098174348697,0.0007253880028614,0.2072087085124974,0.021680568454134217,0.02168056845413422
2017-01-26,0.0004923240268062,0.0092650998068015,0.0030467557316984,-0.0085106959086054,0.0083692380861577,0.003143982136853,-0.0016464367226429,0.0098874584693478,0.0091809949090666,0.2477278312192055,0.025372648513632315,0.025372648513632322
2017-01-27,8.18923114431769e-05,0.0234947080296461,-0.0010513277551887,0.0137696493716464,0.002074926142761,-0.004027890011715,-0.0102242333071147,-0.004518798045781,0.0057456135016817,0.2791718287285092,0.028188708540007757,0.028188708540007764
