Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Cluster
-0.35846735424489673,0.10135667215203986,-0.6815629164355167,-0.044987303326674985,0.5548758260547981,1.0461641112773572,0.16908745695902472,0.33130247561370896,-0.8802935391281181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,-16.356407,5.8684464,40.500668,1.9695072,15.90161,-4.5613,0
-0.1655995301643137,1.102128475462716,-1.0821913491210704,0.5751812469458489,-0.30429919556643553,0.8944089117118054,0.8745180338344791,0.30336095191103685,0.07235733184814028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,-36.172604,-20.101665,-25.946508,-12.337302,-9.28611,-5.9293013,0
-0.17631440927990166,-0.2918036791485829,0.653865192516329,2.0419087283039277,1.3766954119533694,-0.06670735220335648,-1.2940278135974732,-0.9547627910254958,-0.4307959253886099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,7.281681,6.3015475,-42.99165,-0.33018303,-16.960663,-4.542402,0
1.3059105350430975,-0.9262215187473152,-1.482819781806624,-0.12130587362908486,0.33074321171882415,0.4897283795370004,0.16908745695902472,0.13269110442985058,1.2716308769365128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,0,30.291504,18.023928,-11.869532,6.516856,-3.2120352,5.0445256,0
1.0737548208720253,-0.8547378185108383,-0.1473916728547784,0.628411846400471,0.6669421332227852,-0.5725580174218627,-0.7714866455415811,0.8266981390989223,-0.5063126792089757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,49.46166,17.610691,22.412062,9.268738,9.375259,-10.99189,0
0.6987340518264473,-1.0334470691020305,-0.01384886195959383,1.0702899551261886,0.2933877759961618,-0.7748982835092652,-0.5885972367220188,0.4755411520248,1.442471357989088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,0.27929616,8.591724,-52.51365,4.806848,-19.10063,-0.3328798,0
0.8058828429823267,1.2272249508765507,-1.215734160016255,0.39496680782839366,-0.2669437598437732,0.7932387786681041,0.7961368586260953,1.1249927840328542,1.1202631241731769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0,-28.61608,-23.969364,-33.821064,-8.125244,-13.291971,7.9373703,0
-0.5656216838129303,-0.6670931053900865,-0.41447729464514754,-0.3290976112591756,0.8537193118360968,-0.21846255176890836,-0.7453595871387865,0.07831840965708327,0.5917845333057139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0,14.148919,36.033855,-56.883236,9.06093,-18.920025,-9.951639,0
-0.5941946947878316,0.21751768503631477,-0.8151057273307012,-0.03729131304407903,0.40545408316414877,1.0967491777992078,0.35197686577858694,0.574469249458585,0.007967870843769896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,0,13.08611,28.578083,-54.674694,2.6826603,-16.037409,-11.407261,0
1.2344780076058446,0.3247432353910301,-0.5480201055403321,0.9144461519036206,0.25603234027349947,1.2485043773647597,0.5087392161953546,-0.1844829484112921,-0.45678762182185384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,0,-43.8784,-19.537935,4.976488,-4.744262,0.5234812,0.40676892,0
